iter	Logloss
177	0.05844748311
178	0.05765657949
179	0.05665299948
180	0.05602058279
181	0.05538861383
182	0.05469489036
183	0.05373715419
184	0.05305108527
185	0.05260719797
186	0.05200870218
187	0.05146159848
188	0.05074778438
189	0.05030400237
190	0.04992948454
191	0.04951147388
192	0.04883878823
193	0.04848559131
194	0.04812558009
195	0.04752414087
196	0.04694625069
197	0.04641294244
198	0.04610862125
199	0.04558046845
200	0.04517185446
201	0.04474867023
202	0.04431474705
203	0.04377753929
204	0.04317326515
205	0.04288262259
206	0.04258066917
207	0.04203914222
208	0.04167956025
209	0.04137363939
210	0.04087053194
211	0.04063971553
212	0.04021740197
213	0.03990906637
214	0.03950475064
215	0.03898045752
216	0.03860411276
217	0.03821504392
218	0.03775092117
219	0.03743586067
220	0.03713171902
221	0.03658187404
222	0.03617101985
223	0.03593078027
224	0.03552797267
225	0.03513922624
226	0.03473663646
227	0.03445024697
228	0.03408317643
229	0.03371339768
230	0.03343669455
231	0.03308752436
232	0.03280905843
233	0.03257138904
234	0.0322293669
235	0.03193440683
236	0.03165655571
237	0.03138699083
238	0.03122767325
239	0.03090058306
240	0.0306991521
241	0.03042417649
242	0.0304062184
243	0.03012574559
244	0.02978521089
245	0.02952034584
246	0.0292270128
247	0.02894493177
248	0.02867955148
249	0.02844181197
250	0.02814705048
251	0.02789075926
252	0.02763567866
253	0.02747635688
254	0.02723490163
255	0.02709033035
256	0.02689948471
257	0.02673883265
258	0.02654156368
259	0.0262535255
260	0.02610119171
261	0.02596181148
262	0.02588798206
263	0.02575789543
264	0.02561356594
265	0.0254927734
266	0.02522998228
267	0.02502141874
268	0.02486263633
269	0.02470372984
270	0.02454688483
271	0.02439880782
272	0.02421060659
273	0.02400629589
274	0.02390067481
275	0.02368881976
276	0.02350002776
277	0.0234263456
278	0.02328447834
279	0.02314985548
280	0.02304022573
281	0.02286280227
282	0.02275145129
283	0.02265796706
284	0.02252439232
285	0.02233302168
286	0.02203803326
287	0.02194647833
288	0.02175437947
289	0.02159674946
290	0.02142079003
291	0.02126035237
292	0.02107752791
293	0.02088340168
294	0.02077815078
295	0.0205972612
296	0.02048627434
297	0.02029874889
298	0.02023209525
299	0.02011509479
300	0.0199984384
301	0.01989158713
302	0.01974136422
303	0.01964509799
304	0.01955347408
305	0.01947005664
306	0.01937529235
307	0.01923154048
308	0.01912860505
309	0.0190353911
310	0.01894015245
311	0.01885186316
312	0.01877664377
313	0.01869443288
314	0.01863066139
315	0.01849805445
316	0.01842791134
317	0.01833548882
318	0.01821522598
319	0.0180691584
320	0.01801142194
321	0.01785014399
322	0.01777850075
323	0.0177008551
324	0.01758138523
325	0.01749440734
326	0.01737096896
327	0.01731110826
328	0.01718207673
329	0.01709767523
330	0.01698033085
331	0.01684388273
332	0.01674997695
333	0.01665312961
334	0.01657639326
335	0.01651025729
336	0.0164334189
337	0.01632246945
338	0.01624265925
339	0.01618551922
340	0.01606211594
341	0.01596488796
342	0.01584592328
343	0.0157827456
344	0.01572935345
345	0.01564179658
346	0.0155893697
347	0.01550949945
348	0.01542472739
349	0.01537860716
350	0.0153014554
351	0.01522672664
352	0.0151606994
353	0.0150469176
354	0.01500314618
355	0.01493024588
356	0.01490735627
357	0.01480433305
358	0.01474162713
359	0.01466713363
360	0.01456793203
361	0.01451243448
362	0.01446901251
363	0.0144507193
364	0.01435740721
365	0.01429326718
366	0.01422118399
367	0.01418799199
368	0.01413141211
369	0.01406787334
370	0.01399696342
371	0.01392970727
372	0.01387694495
373	0.01387043737
374	0.01382491237
375	0.0137557737
376	0.0136989957
377	0.01364149532
378	0.01358133612
379	0.01349519881
380	0.01345800267
381	0.01339483409
382	0.01332650267
383	0.01326053524
384	0.01318576729
385	0.01311921935
386	0.01307642768
387	0.01294615307
388	0.01287060267
389	0.01282038794
390	0.01277972973
391	0.01273252916
392	0.01269707082
393	0.01263188209
394	0.01255145061
395	0.01251055545
396	0.01248016733
397	0.01245742716
398	0.01238507659
399	0.01235362412
400	0.01235008517
401	0.01229932132
402	0.01227130016
403	0.01221331875
404	0.01216220704
405	0.01209237837
406	0.01203325155
407	0.01196483522
408	0.01194992867
409	0.01187994202
410	0.01183684633
411	0.0117859246
412	0.01174832136
413	0.01170132429
414	0.01165972442
415	0.0116133131
416	0.01155115758
417	0.01152720494
418	0.011462431
419	0.01141611369
420	0.01136007386
421	0.01131811928
422	0.01125024787
423	0.01120505687
424	0.01115550931
425	0.01111378755
426	0.01105597429
427	0.01101959029
428	0.01097291383
429	0.01094396076
430	0.01089683251
431	0.01086978362
432	0.01082258934
433	0.01077761166
434	0.01073486026
435	0.01071085581
436	0.01069662456
437	0.01065613877
438	0.01063417037
439	0.01058170175
440	0.01054813297
441	0.01051336182
442	0.01046067433
443	0.01040987601
444	0.01038064075
445	0.01032693859
446	0.01029321709
447	0.0102454871
448	0.01021022784
449	0.01016521903
450	0.01011571462
451	0.01008026477
452	0.01003127904
453	0.01003111522
454	0.01003112164
455	0.009988307863
456	0.009941858173
457	0.00991367627
458	0.009892597763
459	0.009861432386
460	0.009828257851
461	0.009785703636
462	0.009750149545
463	0.009713607961
464	0.009685930025
465	0.009642339028
466	0.009615837471
467	0.009577144219
468	0.009553984758
469	0.009514563017
470	0.009464649922
471	0.009433341192
472	0.009402641363
473	0.009377793979
474	0.009345675485
475	0.009298455331
476	0.009268900062
477	0.009241780337
478	0.009208296599
479	0.009186508896
480	0.009147315599
481	0.009125339558
482	0.009081850743
483	0.0090425169
484	0.009027836527
485	0.008986416463
486	0.008954028697
487	0.008924353901
488	0.00888026068
489	0.008864482664
490	0.008834251704
491	0.008810631902
492	0.008796714386
493	0.008765269294
494	0.00874510606
495	0.008728749267
496	0.008699592213
497	0.008683185256
498	0.008644983498
499	0.008600628141
